Date,Close,High,Low,Open,Volume
2024-04-16,8705.388671875,8797.26612487632,8498.664402622033,8590.54185562335,283265900
2024-04-17,8751.3271484375,8889.143324003446,8751.3271484375,8774.296511031824,95620700
2024-04-18,8705.388671875,8797.26612487632,8682.41930862467,8751.32739837566,127134000
2024-04-19,8705.388671875,8728.35803512533,8544.603129122692,8590.54185562335,147784300
2024-04-22,8590.5419921875,8659.450083033924,8590.5419921875,8636.48071941845,128908000
2024-04-23,8935.0830078125,8981.021737929788,8636.481262050129,8636.481262050129,178833000
2024-04-24,9141.8076171875,9141.8076171875,8958.052690208857,9026.960787825848,132832700
2024-04-25,8981.021484375,9187.745764066496,8912.113391144501,9187.745764066496,104874100
2024-04-26,8843.205078125,9026.959988839286,8843.205078125,8912.113169642857,100932900
2024-04-29,9003.9912109375,9049.92994160555,8751.328192263234,8751.328192263234,90063500
2024-04-30,9003.9912109375,9233.684864277742,9003.9912109375,9233.684864277742,109623000
2024-05-02,8774.2978515625,9095.868977012435,8728.359119355368,9095.868977012435,97079400
2024-05-03,9049.9296875,9049.9296875,8889.144134676395,8958.052228743654,81200400
2024-05-06,9003.9912109375,9072.899306939573,8981.021845603476,9049.92994160555,53076200
2024-05-07,8912.1142578125,8958.052991100194,8843.20615788096,8912.1142578125,66746800
2024-05-08,8613.51171875,8912.113458333333,8613.51171875,8820.235999999999,112808900
2024-05-13,8751.3271484375,8751.3271484375,8452.725434711287,8452.725434711287,145469900
2024-05-14,8774.2978515625,8889.144682080334,8751.328485458933,8843.2059498732,95363500
2024-05-15,8728.3583984375,8820.235855263158,8659.450305818256,8728.3583984375,54741900
2024-05-16,8820.236328125,8889.144424438477,8751.328231811523,8797.266962687174,61126000
2024-05-17,8958.0517578125,9049.929211738781,8797.266213441506,8820.235576923076,99848500
2024-05-20,8705.388671875,9003.990394129289,8705.388671875,8912.112941127969,87890100
2024-05-21,8613.51171875,8797.266635416667,8613.51171875,8682.4198125,75311400
2024-05-22,8659.451171875,8797.267370896883,8567.573705860412,8705.389904882295,121712700
2024-05-27,8544.6025390625,8613.51062405494,8521.633177398355,8544.6025390625,128578500
2024-05-28,8544.6025390625,8636.479985719086,8544.6025390625,8544.6025390625,73945700
2024-05-29,8406.787109375,8567.57265518272,8406.787109375,8521.633927809085,117351600
2024-05-30,8268.970703125,8498.664333767361,8062.246435546876,8268.970703125,207115100
2024-05-31,8498.6640625,8498.6640625,8291.93980152027,8360.847888513514,756431600
2024-06-03,8521.6337890625,8590.54187900101,8475.695062436826,8590.54187900101,72197700
2024-06-04,8590.5419921875,8751.327537495823,8590.5419921875,8751.327537495823,75353100
2024-06-05,8682.419921875,8728.35865162037,8544.603732638889,8728.35865162037,82087300
2024-06-06,8705.388671875,8751.32739837566,8682.41930862467,8751.32739837566,44991300
2024-06-07,8567.5732421875,8728.358799011394,8567.5732421875,8728.358799011394,51599800
2024-06-10,8751.3271484375,8751.3271484375,8682.419060654527,8728.357785843176,45584700
2024-06-11,8544.6025390625,8774.296155703965,8544.6025390625,8774.296155703965,68690900
2024-06-12,8498.6640625,8567.572149493242,8498.6640625,8544.602787162163,49785700
2024-06-13,8452.7255859375,8705.388578995415,8452.7255859375,8705.388578995415,84652200
2024-06-14,8452.7255859375,8498.66431194803,8360.84813391644,8452.7255859375,52986300
2024-06-19,8314.9091796875,8498.664078686119,8314.9091796875,8498.664078686119,100051000
2024-06-20,8659.451171875,8659.451171875,8360.849407327587,8406.78814033488,81474800
2024-06-21,8820.236328125,8889.144424438477,8636.481404622396,8705.389500935873,166841200
2024-06-24,8820.236328125,8958.052520751953,8797.266962687174,8820.236328125,79592300
2024-06-25,8820.236328125,8820.236328125,8682.420135498047,8820.236328125,80029000
2024-06-26,8728.3583984375,8866.174583675987,8682.419670024672,8751.327762643916,77913200
2024-06-27,8958.0517578125,8958.0517578125,8774.296849959936,8797.266213441506,89150700
2024-06-28,9118.837890625,9164.776620552582,8981.021700842253,9003.991065806045,166172300
2024-07-01,9072.8984375,9095.86780063291,9026.959711234176,9049.929074367088,68634600
2024-07-02,9095.8681640625,9187.745620265152,9049.929435961174,9187.745620265152,78848500
2024-07-03,9187.7470703125,9187.7470703125,9118.838967285155,9164.777702636718,55860200
2024-07-04,9026.958984375,9187.744513358779,9026.958984375,9164.77515207538,67054000
2024-07-05,9141.8076171875,9164.77698305983,9072.899519570508,9118.83825131517,36946900
2024-07-08,9233.68359375,9233.68359375,9141.80614505597,9187.744869402984,72903600
2024-07-09,9256.6533203125,9325.561409545597,9256.6533203125,9279.622683390198,61853200
